,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,kitchen_area,cityCenters_nearest,days_exposition
11457,12900000,73.5,2,2.75,10,32.9,5,18.5,9734.0,156
11458,5951934,76.8,3,2.7,20,49.33,2,27.47,8322.0,30
11459,7450000,55.7,2,2.6,25,30.3,7,11.2,18721.0,61
11461,5250000,36.6,1,3.0,9,21.0,4,7.9,5065.0,98
11462,4500000,60.0,3,2.7,9,40.0,8,7.0,12982.0,54
11464,3700000,32.0,1,2.5,5,17.0,3,6.0,4765.0,210
11465,4990000,48.0,2,2.5,9,30.1,9,8.8,13016.0,108
11466,4990000,63.0,3,2.65,9,41.0,3,7.0,16077.0,67
11467,4900000,54.0,2,2.65,16,32.1,1,11.0,12868.0,231
11468,7500000,79.0,2,2.7,5,45.0,3,34.0,4645.0,298
11469,8500000,80.6,4,2.7,5,52.6,5,6.5,4602.0,72
11470,2800000,30.0,1,2.7,9,15.0,4,7.0,14261.0,12
11471,5300000,42.7,2,2.7,12,27.4,11,6.8,10584.0,95
11472,5600000,48.0,2,2.8,13,30.0,3,18.0,15966.0,93
11473,6550000,55.0,2,2.82,3,25.5,1,10.6,3856.0,43
11477,3150000,43.0,2,2.7,5,27.6,1,5.7,10663.0,15
11478,12250000,104.1,3,2.7,10,54.0,3,15.0,15793.0,95
11479,4050000,42.1,1,2.55,10,22.327328520735072,3,19.77267147926493,15746.0,45
11480,4090000,47.72,1,2.7,22,13.92,12,23.28,15591.0,20
11481,25800000,127.21,3,3.0,9,67.9,7,16.8,6597.0,202
11482,5790000,48.0,2,2.55,8,27.0,3,8.0,4322.0,53
11485,4550000,45.0,2,2.45,9,27.6,9,7.0,14624.0,83
11487,12400000,98.0,2,2.7,22,45.0,6,28.0,12548.0,90
11489,6400000,72.6,3,2.6,12,45.0,4,8.2,12138.0,39
11490,6216981,50.0,1,2.7,10,21.0,6,11.0,5384.0,686
11492,46424072,92.4,2,2.7,6,54.8,6,20.0,318.0,1030
11493,5200000,45.0,2,2.5,9,29.3,3,8.3,8081.0,64
11494,7900000,72.0,2,2.8,25,38.0,10,13.0,13056.0,140
11495,4450000,40.9,1,2.6,14,16.5,7,12.9,12719.0,558
11501,4800000,60.1,3,2.55,9,43.0,3,6.5,10649.0,428
11502,5280000,52.94,2,2.7,25,31.04,21,8.54,15658.0,103
11503,12400000,80.5,3,3.6,4,45.6,3,12.0,5601.0,246
11504,9650000,104.66,3,2.7,18,48.41,5,30.59,8297.0,20
11505,3670000,38.5,1,2.65,12,16.4,2,9.8,21403.0,186
11506,3400000,32.6,1,2.7,9,18.0,3,6.0,11699.0,238
11507,4300000,44.0,2,2.6,5,27.8,5,5.5,9792.0,90
11508,4100000,44.8,1,2.5,16,19.2,12,12.0,10450.0,109
11509,7250000,81.0,3,2.7,16,47.0,16,15.0,21603.0,303
11510,5950000,61.0,2,2.6,10,30.0,7,12.0,13995.0,95
11511,5200000,46.2,2,3.2,8,31.3,2,6.0,7736.0,133
11513,5000000,48.0,2,2.7,9,27.0,8,7.5,12247.0,47
11514,4350000,33.7,1,2.7,9,15.5,8,9.5,11555.0,29
11515,3450000,34.4,1,2.65,16,15.6,8,9.0,14133.0,135
11516,5300000,52.0,2,2.7,9,30.0,8,8.0,13101.0,107
11517,8800000,82.6,2,2.7,10,30.8,6,27.9,16190.0,187
11519,4400000,45.5,2,2.5,5,28.2,4,6.4,8250.0,795
11521,5600000,62.0,3,2.55,12,40.0,10,7.0,13367.0,68
11523,5270000,39.0,1,2.7,12,20.6832734515123,7,18.3167265484877,5803.0,121
11524,6990000,67.0,2,2.75,18,33.9,8,13.0,14673.0,116
11528,16900000,110.0,2,3.3,4,66.0,3,13.0,2036.0,95
11530,29999000,118.0,3,3.2,8,84.0,3,12.0,6589.0,770
11531,10700000,75.3,2,3.39,5,35.1,1,8.2,5465.0,4
11533,13500000,136.0,3,2.7,4,72.12628690783777,2,63.873713092162234,2329.0,1089
11534,5400000,55.0,3,2.75,5,41.0,1,6.0,9967.0,95
11535,4850000,42.3,1,2.8,19,20.0,11,10.8,12437.0,193
11537,4500000,65.0,3,2.7,9,47.4,1,6.2,10718.0,160
11538,6681000,66.81,1,2.7,23,27.57,22,27.57,14640.0,1085
11539,5030000,49.6,2,2.8,15,27.0,5,20.0,9436.0,30
11540,4940000,40.8,1,3.0,16,16.7,15,12.3,12548.0,137
11542,4800000,44.3,1,2.7,14,17.0,13,12.6,10764.0,688
11543,4450000,45.0,2,2.55,5,28.0,4,7.5,17256.0,60
11549,6500000,66.0,3,2.7,5,35.002462764097736,3,30.997537235902264,14785.0,59
11551,11900000,120.0,2,2.7,12,60.0,12,30.0,12822.0,90
11552,6250000,41.0,1,2.8,9,18.2,9,9.7,5223.0,30
11555,2600000,35.5,1,2.7,27,14.2,6,9.71,24049.0,21
11560,79339000,218.0,6,2.7,6,123.27,6,28.63,2130.0,760
11562,4950000,48.2,2,2.65,12,27.0,7,8.3,11627.0,21
11564,5804404,52.96,2,2.72,14,28.086824666463883,4,24.873175333536118,6757.0,60
11565,6200000,56.0,2,2.65,10,32.0,2,9.0,12608.0,31
11567,6800000,52.8,2,2.75,10,27.3,10,10.6,11474.0,95
11568,6700000,68.0,3,2.7,17,42.0,17,9.0,14480.0,594
11569,18000000,153.0,4,2.75,20,79.0,18,43.0,10581.0,138
11571,7800000,57.0,2,2.65,16,36.0,13,11.0,7211.0,161
11572,3500000,41.0,3,2.5,5,31.0,5,5.5,12563.0,30
11573,5160000,69.0,3,2.7,15,43.0,11,10.3,14207.0,20
11574,4600000,51.0,2,2.6,9,30.7,8,7.0,15566.0,266
11575,9900000,101.0,3,2.7,33,53.0,32,21.0,20444.0,53
11576,5100000,54.0,2,2.7,12,33.0,3,10.0,11015.0,15
11577,4200000,38.0,1,2.68,16,20.0,2,10.0,11646.0,95
11578,4200000,31.6,1,2.8,5,16.75875489917407,5,14.841245100825933,6183.0,45
11579,4300000,33.0,1,2.7,16,7.0,14,26.0,12702.0,180
11580,7000000,72.0,3,2.7,5,53.0,4,8.0,8235.0,175
11581,6890000,73.9,4,2.7,9,50.47,2,6.76,13481.0,82
11583,6320000,76.5,3,2.7,24,40.57103638565874,15,35.92896361434126,15047.0,29
11585,9600000,82.4,3,2.56,17,44.0,16,10.0,13302.0,34
11587,23500000,117.0,3,3.3,5,72.0,2,20.0,4183.0,95
11588,4300000,49.2,3,2.5,5,34.3,5,7.2,16972.0,10
11591,8420000,62.1,3,2.7,15,46.0,12,12.0,14150.0,15
11592,3750000,38.0,1,2.55,14,21.0,4,8.0,13000.0,97
11593,3650000,49.7,4,2.5,5,37.5,4,5.4,14879.0,93
11594,5190000,39.4,1,2.7,25,30.299999999999997,17,9.1,14396.0,297
11595,6300000,66.2,3,2.65,16,42.6,14,10.6,11340.0,51
11597,37000000,123.0,3,2.7,7,64.1,5,15.6,6045.0,5
11602,3300000,30.5,1,2.7,5,17.7,3,5.6,11524.0,64
11605,3900000,37.0,1,2.7,6,18.0,3,9.0,15402.0,127
11606,6690000,53.0,2,2.8,20,31.0,18,9.0,21074.0,37
11607,26477136,158.0,3,2.7,12,83.79377449587035,6,74.20622550412965,6572.0,95
11609,5000000,45.0,2,2.5,9,28.0,3,8.0,18304.0,52
11610,4000000,38.9,1,2.7,16,20.2,16,10.3,13606.0,35
11611,6400000,74.6,3,2.65,9,45.5,4,10.0,14007.0,60
11616,9800000,100.8,2,2.95,4,34.6,1,28.4,3304.0,95
11621,5800000,57.1,3,2.7,10,38.9,1,6.2,13971.0,650
11622,3300000,42.0,2,2.7,9,28.0,4,6.0,13398.0,499
11623,5875000,63.3,2,3.0,3,39.0,1,8.3,3948.0,76
11625,3080000,36.2,1,2.7,9,17.8,8,8.8,14157.0,151
11626,4250000,52.0,2,2.7,12,30.0,7,8.0,12025.0,10
11627,9990000,81.4,3,3.4,4,31.8,2,9.8,3512.0,116
11628,6400000,60.4,2,2.7,5,38.6,5,8.0,7675.0,188
11629,4390000,43.1,1,2.5,10,18.6,2,10.7,16808.0,10
11630,6300000,82.0,3,2.95,5,56.0,1,8.4,12217.0,255
11631,3100000,40.8,2,2.5,9,22.5,2,5.6,15531.0,102
11634,15900000,99.6,2,3.2,4,25.0,2,45.0,1475.0,61
11635,4500000,47.1,2,2.5,9,28.6,3,8.7,19015.0,88
11636,9850000,97.2,3,2.7,4,68.3,2,11.0,1871.0,112
11639,5610000,39.0,1,2.5,17,17.0,10,10.5,12441.0,273
11640,17537000,92.3,2,3.0,8,37.5,2,37.9,7405.0,1013
11641,3685000,44.7,1,2.5,1,23.5,1,15.0,15457.0,112
11643,5150000,56.0,3,2.55,5,41.0,2,5.5,15424.0,95
11644,8490000,60.2,2,2.75,18,30.1,12,12.1,8175.0,16
11645,5100000,42.2,1,2.7,23,18.3,21,11.2,14153.0,300
11647,4000000,45.2,2,2.5,5,30.3,4,7.4,17582.0,9
11649,4350000,46.0,2,2.7,7,26.8,5,9.3,3795.0,734
11650,3900000,43.0,2,2.5,5,30.0,5,5.5,8015.0,32
11651,8500000,135.0,3,4.4,5,61.5,3,16.0,4840.0,257
11652,4700000,51.0,2,2.6,5,30.0,1,8.0,28644.0,539
11653,4595000,42.0,1,2.5,12,22.0,5,10.0,12613.0,356
11655,5500000,55.3,2,2.65,12,32.6,10,10.3,23138.0,45
11658,8800000,68.0,3,2.73,5,45.0,2,7.5,2139.0,95
11659,4950000,55.2,3,2.5,5,40.0,5,6.0,11020.0,48
11661,8000000,62.0,2,2.7,7,31.4,2,11.0,16858.0,14
11662,3890000,45.3,2,2.7,9,28.0,2,7.0,10882.0,50
11664,5900000,58.59,3,2.7,9,39.18,5,6.91,10996.0,125
11665,6999000,89.7,4,2.5,9,57.8,1,7.9,16062.0,95
11666,3280000,32.2,1,2.55,9,18.0,5,6.3,19189.0,20
11667,15276000,160.8,3,3.0,4,100.4,3,29.9,18167.0,90
11668,4400000,43.0,1,2.75,16,16.0,11,11.0,9241.0,71
11670,9800000,84.0,3,2.7,16,41.1,8,16.3,14769.0,95
11671,6500000,74.3,4,2.5,9,55.0,6,6.7,13506.0,16
11673,8600000,88.6,3,3.22,5,59.8,5,14.0,3440.0,656
11674,4700000,44.1,2,2.5,7,31.4,2,5.8,14903.0,15
11675,4550000,39.5,1,2.7,12,20.4,9,8.4,13820.0,95
11676,8435051,61.9,2,3.1,16,34.44,10,10.18,8434.0,54
11678,3220000,36.3,1,2.7,22,15.5,7,10.0,24329.0,23
11679,8450000,81.2,3,2.65,17,47.1,3,11.3,16540.0,95
11683,10800000,115.0,3,2.7,3,63.0,2,14.2,15295.0,236
11685,9917600,64.2,2,2.8,9,34.047850143258714,8,25.9,6072.0,563
11686,17000000,93.0,2,3.0,7,23.5,5,47.0,4056.0,95
11687,4300000,56.8,2,2.92,3,36.0,3,8.0,6941.0,79
11688,4900000,45.0,2,2.5,5,28.0,1,5.0,11198.0,122
11691,4850000,35.5,1,2.7,8,18.0,6,8.9,17311.0,18
11693,3350000,38.0,1,2.7,18,16.3,6,13.7,22247.0,50
11694,10650000,75.0,2,2.8,25,40.0,4,15.0,12262.0,123
11697,5200000,53.7,1,2.8,25,23.3,23,14.3,18194.0,45
11699,7200000,79.6,3,2.7,17,45.0,17,12.0,11101.0,258
11701,7100000,75.0,2,2.7,12,37.0,5,19.0,12658.0,870
11702,5100000,58.0,2,2.7,22,34.2,1,10.6,11299.0,211
11703,8555400,97.0,3,2.85,20,60.3,2,14.0,16952.0,594
11704,3225000,32.5,1,2.7,9,18.2,2,5.7,21072.0,227
11705,3380000,26.0,0,2.8,17,17.0,8,9.0,7734.0,45
11706,4300000,45.7,2,2.7,9,28.4,9,6.7,11920.0,45
11710,41484000,160.0,3,2.7,6,86.0,3,21.0,5856.0,513
11711,5800000,57.0,3,2.7,9,38.0,5,8.2,10830.0,137
11712,11000000,76.0,3,3.0,7,40.30586621320346,5,35.69413378679654,9647.0,92
11713,3100000,33.4,1,2.5,9,20.4,5,5.6,13558.0,159
11714,10650000,72.0,1,2.7,10,38.18450483356117,6,33.81549516643883,6473.0,113
11715,4700000,47.81,2,3.0,5,28.54,2,19.270000000000003,9058.0,19
11716,5650000,55.0,2,2.7,14,31.5,2,8.0,13083.0,95
11720,5800000,63.0,3,2.5,9,48.0,5,7.0,13769.0,95
11723,32500000,127.1,3,3.4,6,56.2,2,51.8,318.0,725
11724,4080000,40.0,1,2.5,14,20.0,5,8.0,11932.0,95
11725,5500000,52.1,2,2.55,16,30.0,1,10.0,13031.0,95
11726,4730000,56.0,3,2.5,5,29.69905931499202,1,26.30094068500798,14966.0,28
11727,5900000,58.0,2,2.7,14,34.0,14,10.5,22509.0,7
11728,4950000,75.0,3,2.7,9,45.0,1,10.0,11559.0,1037
11732,4400000,48.8,2,2.5,9,30.8,2,6.6,17591.0,95
11733,6099000,67.2,3,2.7,9,48.2,5,6.2,10203.0,85
11736,4000000,38.0,1,2.7,10,18.0,8,8.0,15205.0,672
11737,4200000,44.0,2,2.5,5,28.0,4,6.0,15786.0,95
11738,3330000,34.1,1,2.7,9,17.9,2,8.0,15933.0,301
11740,5200000,55.0,3,2.6,9,38.0,1,7.5,13016.0,48
11741,4500000,52.0,2,2.55,9,30.0,1,9.5,12147.0,151
11743,5400000,59.7,3,2.5,9,42.8,9,6.2,9858.0,7
11744,3650000,44.0,2,2.7,5,28.4,5,5.5,12409.0,221
11745,6090000,55.5,2,2.8,8,29.0,2,11.4,13729.0,64
11747,39773280,136.0,4,2.7,8,72.12628690783777,5,48.0,6506.0,96
11748,48000000,138.2,3,2.7,5,79.2,4,22.0,591.0,9
11750,4450000,37.4,1,2.7,10,16.9,6,9.5,14050.0,45
11751,10900000,120.5,5,3.2,6,74.4,1,10.9,1863.0,95
11752,2800000,29.3,1,2.55,5,15.3,1,7.2,16419.0,323
11753,8999999,70.6,2,2.7,24,35.7,17,14.4,13576.0,23
11754,12200000,94.6,4,3.25,7,58.6,1,11.8,5785.0,61
11755,3900000,55.3,3,2.5,5,35.0,3,6.0,16118.0,166
11756,5830007,88.9,3,2.7,21,49.9,10,14.7,17121.0,1099
11757,3990000,35.0,1,2.7,17,19.0,9,7.0,12501.0,221
11758,4170000,60.0,3,2.5,5,44.0,5,6.0,13073.0,560
11759,5080000,49.0,4,2.5,5,38.0,1,5.5,12492.0,10
11760,4690000,59.6,3,2.55,9,38.2,5,6.3,17093.0,305
11761,4250000,59.0,2,2.9,3,34.0,3,11.0,6843.0,194
11762,6850000,41.0,1,2.7,11,18.0,2,11.0,4600.0,187
11763,5950000,75.0,3,2.55,10,42.0,8,8.5,15664.0,514
11765,12000000,147.9,5,4.0,4,89.6,3,17.2,1195.0,565
11766,4890000,53.7,2,2.7,16,29.5,3,7.5,12371.0,487
11767,6050000,54.5,2,2.85,24,30.3,2,12.2,14784.0,91
11768,4800000,64.0,3,3.2,5,38.0,4,9.0,7692.0,422
11769,4850000,44.0,1,2.75,21,17.0,11,12.0,16699.0,19
11772,4900000,46.8,2,2.65,14,24.81992814181476,9,21.980071858185237,16077.0,60
11774,10950000,113.2,5,2.65,16,73.8,2,10.7,13971.0,726
11775,15129600,118.2,3,3.1,16,64.32,4,14.27,8460.0,1293
11776,3650000,44.7,2,2.5,5,27.4,5,6.5,16890.0,101
11780,9100000,80.0,3,3.0,5,54.7,4,9.1,8098.0,573
11781,5100000,60.0,2,2.7,9,31.0,6,9.0,16747.0,743
11782,4150000,45.0,2,2.65,5,29.0,4,6.0,9961.0,396
11783,5993000,73.5,4,2.5,9,48.5,4,6.3,13532.0,12
11784,5800000,61.3,3,2.5,14,40.0,12,7.4,8817.0,60
11786,8466000,88.0,3,2.7,25,48.0,25,13.0,9681.0,98
11787,3850000,30.0,1,2.7,9,15.3,6,8.0,14724.0,240
11790,9600000,100.3,3,2.7,4,73.0,4,10.5,4035.0,919
11792,3590000,45.0,2,2.7,9,28.0,1,6.9,13963.0,110
11793,4590000,47.6,2,2.55,9,30.1,2,7.0,12430.0,3
11794,7500000,86.3,3,3.0,4,54.0,4,10.0,6356.0,226
11795,6550000,57.4,2,2.7,12,33.2,8,9.4,15470.0,41
11797,5425000,44.0,1,2.7,19,22.0,3,9.0,16192.0,47
11798,7450000,65.9,3,3.1,4,41.7,4,9.3,4688.0,337
11799,4600000,40.0,1,2.7,17,17.4,10,13.0,15914.0,54
11802,6250000,51.0,2,3.0,8,27.047357590439162,3,23.952642409560838,7736.0,183
11805,4240000,47.0,1,2.65,14,18.0,4,11.0,15756.0,8
11806,4450000,46.0,1,2.7,22,22.0,8,12.0,9238.0,67
11808,5637500,45.1,1,3.2,9,23.91834955546679,5,9.6,11876.0,137
11810,4000000,38.0,1,2.7,12,17.0,11,9.0,12010.0,141
11811,7500000,46.9,1,3.0,8,19.0,3,11.9,11096.0,95
11812,6450000,83.2,3,3.0,5,51.5,4,10.0,12490.0,97
11814,3490000,42.0,3,2.7,5,22.274294486244017,1,19.725705513755983,12577.0,36
11816,6350000,71.6,3,2.5,9,48.2,9,7.6,16285.0,37
11821,5670000,36.8,1,2.7,19,15.0,5,8.1,4341.0,9
11822,9800000,97.2,3,2.8,23,60.1,12,11.1,12990.0,110
11824,2800000,34.0,1,2.7,9,19.0,6,7.0,16638.0,248
11826,3550000,46.0,2,2.7,5,32.0,3,7.3,14879.0,18
11827,7850000,84.0,2,2.7,7,40.6,2,9.8,16958.0,279
11829,3100000,33.3,1,2.6,14,18.0,6,8.0,12966.0,39
11830,7750000,43.0,1,2.7,16,20.0,15,11.5,7953.0,30
11832,5500000,47.0,2,2.9,5,28.0,1,19.0,9950.0,64
11833,8300000,82.2,3,2.5,18,43.0,9,13.6,13479.0,237
11834,4500000,62.0,3,2.7,12,32.881101384455455,3,29.118898615544545,13151.0,261
11835,36500000,164.2,5,3.35,6,82.2,6,21.8,2209.0,250
11836,7300000,43.2,1,2.75,16,16.8,3,12.5,6255.0,95
11837,3800000,37.0,1,2.7,12,17.0,5,8.0,11714.0,95
11838,4800000,50.2,2,2.65,12,28.7,1,7.7,11360.0,33
11839,5600000,50.0,2,2.7,10,26.51701724552859,1,23.48298275447141,14315.0,21
11840,5000000,58.8,3,2.5,9,37.6,8,7.0,15377.0,432
11843,16500000,109.0,3,2.8,16,72.0,3,20.0,16028.0,369
11844,4680000,52.0,2,2.6,16,32.0,10,9.0,13094.0,60
11845,12900000,124.1,3,2.7,6,49.7,5,40.7,9027.0,705
11846,3150000,31.4,1,2.53,12,16.6,10,7.1,10565.0,28
11847,25800000,185.8,5,2.7,7,117.4,3,19.2,4386.0,90
11850,9900000,75.2,2,3.2,6,33.0,2,19.0,2152.0,324
11851,9500000,118.0,5,2.7,3,62.580160699447475,1,55.419839300552525,3689.0,61
11852,7000000,51.1,2,2.7,9,31.8,1,8.2,11863.0,11
11853,6800000,90.0,3,2.8,17,53.2,14,12.3,14986.0,15
11854,4200000,46.1,2,2.7,5,28.3,4,7.0,14230.0,1255
11855,5700000,68.0,3,2.7,9,45.0,1,10.0,17119.0,455
11857,6300000,52.0,2,2.5,12,31.0,12,8.0,7583.0,8
11859,7700000,48.0,1,2.8,10,21.0,5,12.0,4087.0,69
11862,3900000,44.0,2,2.5,5,28.0,3,6.0,15654.0,40
11863,5700000,54.6,3,2.5,5,38.1,1,5.1,11198.0,123
11864,6200000,64.0,3,2.6,10,43.0,9,10.0,14093.0,715
11865,4850000,44.5,1,2.7,15,18.6,7,9.1,12786.0,47
11867,12000000,60.7,2,3.55,7,29.1,4,16.7,3175.0,95
11868,7000000,60.0,2,2.4,12,45.0,6,11.0,15255.0,40
11869,12600000,132.0,3,2.7,4,60.0,4,15.0,3801.0,62
11873,5200000,63.2,3,2.7,9,40.0,2,7.5,10316.0,19
11874,7299000,65.0,3,2.54,7,40.7,3,7.1,11015.0,44
11875,4490000,34.8,1,2.5,14,16.7,4,8.4,17861.0,95
11877,7690000,45.2,1,3.0,12,15.5,8,16.8,3953.0,579
11878,13200000,96.7,3,2.7,25,53.0,10,16.0,12135.0,626
11879,4100000,34.2,1,2.7,20,15.4,6,8.6,16141.0,343
11882,3950000,42.0,2,2.7,9,28.0,6,8.0,12904.0,59
11885,4999000,46.8,2,2.5,9,28.1,4,9.2,12815.0,37
11886,6350000,60.0,2,3.3,4,35.0,1,8.0,2524.0,95
11887,3750000,37.0,1,2.55,16,18.0,2,7.0,13086.0,653
11888,3500000,33.0,1,2.6,17,16.0,12,9.0,17172.0,7
11891,6150000,41.0,1,2.7,16,19.0,7,13.0,11626.0,62
11893,3800000,33.4,1,2.55,9,17.5,9,7.8,16285.0,27
11895,5015195,44.9,1,3.0,4,23.81228148648467,2,10.6,21782.0,447
11897,4400000,58.0,3,2.7,5,30.759740004813164,4,27.240259995186836,16556.0,45
11901,6800000,74.7,3,2.7,12,44.2,11,10.1,11934.0,13
11903,6700000,50.0,1,3.1,8,27.0,2,12.5,16825.0,102
11904,6200000,73.0,3,3.0,4,43.5,1,12.0,1906.0,505
11905,5750000,51.0,2,2.55,14,30.0,13,8.0,15067.0,31
11906,3350000,43.0,3,2.5,5,31.0,2,5.4,15063.0,86
11907,2600000,31.0,1,2.7,4,16.7,4,5.3,17036.0,209
11908,11500000,152.2,6,2.7,5,110.3,3,14.3,2926.0,256
11909,3200000,30.7,1,2.5,9,15.5,7,8.4,11548.0,138
11910,15200000,117.0,3,2.7,23,64.0,3,15.0,14721.0,95
11912,66500000,147.2,3,3.0,6,91.0,3,16.0,7251.0,480
11913,6500000,55.8,2,3.2,6,33.4,4,7.3,3234.0,60
11916,6500000,55.0,1,2.77,16,25.0,12,12.0,12489.0,92
11917,5200000,56.0,3,2.5,9,42.0,7,6.0,14042.0,120
11918,3200000,30.0,1,2.83,15,18.0,2,12.0,11884.0,64
11920,5050000,57.0,2,2.7,12,31.0,1,10.0,11946.0,263
11921,5970000,47.0,1,2.7,25,24.0,10,11.0,12184.0,87
11922,5500000,47.0,1,2.8,24,22.0,16,13.0,16921.0,31
11923,12750000,78.1,3,2.83,7,44.5,2,14.0,8084.0,7
11924,4650000,64.0,3,2.52,9,39.0,1,6.0,12070.0,235
11925,9900000,86.1,3,2.7,24,49.0,2,11.2,13360.0,344
11926,6750000,68.2,3,2.7,5,40.6,4,7.5,10687.0,132
11927,24000000,150.0,3,3.0,5,77.0,3,22.0,3956.0,61
11928,8850000,78.0,2,2.8,23,45.7,11,14.1,16802.0,63
11930,10000000,61.2,2,2.8,22,35.0,7,11.0,15486.0,10
11932,4300000,44.3,2,2.5,9,27.7,8,6.8,11542.0,51
11933,7200000,61.0,2,2.55,19,31.2,6,9.2,14297.0,61
11934,7240000,60.1,2,2.6,14,20.3,11,7.4,12363.0,95
11937,5100000,66.9,3,2.55,9,43.5,3,8.7,14157.0,53
11939,2400000,30.4,1,2.5,3,17.5,1,5.2,17889.0,91
11940,4700000,35.0,1,2.5,23,22.0,12,13.0,14065.0,37
11941,3400000,34.0,1,2.5,9,19.2,1,7.0,16350.0,21
11942,4500000,42.1,1,2.57,12,21.0,5,9.7,12612.0,46
11943,4600000,58.0,3,2.5,5,43.8,2,5.5,17505.0,95
11944,5400000,74.0,3,2.7,18,47.7,4,8.7,22488.0,40
11947,3500000,44.0,1,2.75,16,17.0,7,10.0,22175.0,7
11948,6500000,46.0,1,3.0,9,20.0,8,13.0,3541.0,118
11949,4500000,44.0,2,2.6,9,30.0,7,7.0,12292.0,82
11950,5100000,41.2,1,2.7,17,20.0,10,11.0,12665.0,60
11951,4590000,56.1,3,2.5,5,42.0,1,5.0,17813.0,29
11955,11400000,76.0,2,2.7,9,36.0,3,14.0,11096.0,1484
11957,5400000,46.0,1,2.7,5,24.395655865886305,3,21.604344134113695,4013.0,279
11958,7700000,56.4,2,2.6,10,31.0,1,10.0,16806.0,95
11961,11270000,123.0,4,2.7,6,65.23186242400033,2,57.768137575999674,5021.0,5
11962,14500000,100.0,3,2.75,15,55.4,12,13.2,13114.0,95
11963,3750000,46.5,2,2.7,5,30.0,3,7.0,14611.0,42
11966,4990000,41.7,2,2.5,5,29.0,3,5.7,3867.0,460
11967,6499000,38.0,1,2.7,22,20.0,18,11.0,13265.0,95
11968,9742915,93.1,2,2.7,12,48.3,10,25.0,13845.0,191
11969,5150000,52.0,2,2.6,12,34.0,6,9.0,10973.0,91
11970,6300050,50.7,2,2.6,25,28.6,5,10.0,12015.0,55
11974,6048770,57.8,2,2.7,25,34.9,9,9.6,13845.0,65
11975,4300000,46.9,2,2.7,9,30.0,3,8.5,15399.0,108
11976,3650000,45.0,2,2.7,5,28.0,1,6.0,11999.0,431
11979,4200000,40.0,1,2.8,19,19.0,12,11.0,14935.0,336
11980,3800000,54.0,2,3.0,4,34.0,4,9.4,15675.0,29
11982,17072640,93.6,2,3.0,13,41.17,8,52.42999999999999,11487.0,95
11985,15104000,118.0,3,3.1,16,64.32,5,14.27,8460.0,1417
11986,4450000,43.7,2,2.5,9,26.8,4,6.2,17158.0,57
11987,4200000,34.9,1,2.5,12,19.4,5,6.9,13252.0,35
11988,5490000,53.1,3,2.5,9,28.161072314751365,1,24.938927685248636,13312.0,79
11989,8600000,129.0,5,2.7,25,87.0,19,16.5,13838.0,88
11991,5400000,71.6,3,2.7,12,43.4,8,11.5,15791.0,70
11992,5750000,74.4,3,2.55,9,45.5,4,9.9,14747.0,102
11993,2900000,31.0,1,2.5,5,17.7,1,5.3,16858.0,49
11995,3500000,33.0,1,2.7,17,16.0,8,10.0,16582.0,109
11996,12900000,73.3,3,3.0,4,48.0,4,11.9,5349.0,90
11999,14500000,65.8,2,3.0,5,38.3,5,9.1,3985.0,175
12004,4650000,45.0,1,2.7,21,20.0,2,10.0,15363.0,53
12005,4999000,36.0,1,2.55,12,19.092252416780585,9,9.0,10623.0,219
12006,15520000,77.6,2,3.0,8,37.5,5,13.1,4498.0,439
12008,3500000,32.0,1,2.5,9,17.0,2,8.0,16779.0,30
12009,19770000,95.8,2,2.7,9,53.0,3,18.0,4800.0,145
12011,8850000,77.0,3,2.7,24,40.0,9,26.0,14780.0,30
12012,4250000,38.0,1,2.7,10,17.0,3,10.9,12106.0,17
12013,6000000,46.6,1,2.7,5,32.3,4,8.4,3681.0,13
12016,7499000,90.0,3,3.2,5,60.0,3,15.0,4615.0,43
12017,3350000,34.46,1,2.5,5,18.4,5,6.0,12208.0,494
12018,3600000,31.0,1,2.54,5,16.440550692227728,3,14.559449307772272,7419.0,37
12019,16000000,95.0,3,3.0,5,59.0,5,14.0,4821.0,95
12020,5150000,57.0,3,2.5,9,38.99,3,7.0,14657.0,21
12021,4000000,44.2,2,2.55,9,26.6,4,6.3,15198.0,102
12023,7090000,56.13,2,2.65,25,29.768003559830397,19,11.55,13330.0,45
12024,35000000,107.6,3,2.7,7,54.5,5,19.3,5980.0,879
12025,20900000,81.0,2,2.7,6,37.0,6,25.0,4406.0,95
12026,7350000,58.7,2,2.7,4,34.5,2,11.0,3962.0,28
12027,3000000,30.0,1,2.7,12,16.0,2,7.0,12243.0,5
12028,4750000,36.17,1,2.7,24,17.07,19,11.12,16408.0,384
12032,6500000,69.0,3,2.7,12,43.0,7,12.0,16024.0,835
12033,9300000,76.0,2,2.7,15,33.9,11,11.6,12526.0,52
12034,3250000,31.0,1,2.9,5,17.0,3,6.0,13619.0,28
12035,4350000,36.44,1,2.7,22,20.3,16,10.02,9092.0,146
12036,4700000,50.3,2,2.7,23,26.5,23,8.5,17071.0,1325
12039,12250000,73.7,2,2.8,25,39.4,7,14.5,12262.0,95
12042,15990000,177.2,5,3.31,4,123.6,2,19.5,2835.0,95
12043,6800000,70.0,3,2.7,9,42.1,7,8.2,10938.0,72
12044,3500000,31.0,1,2.5,9,16.0,2,8.0,15395.0,118
12045,86738800,190.0,5,3.0,8,89.7,8,25.86,6801.0,95
